solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.006,0.006,0.036,0.002,0.105,0.001,0.0
98.0,0.006,0.012,0.0,0.0,0.208,0.0,0.001
25.0,0.003,0.015,0.0,0.0,0.26,0.0,0.001
80.0,0.012,0.027,0.176,0.01,0.468,0.004,0.001
22.222,0.006,0.033,0.176,0.01,0.572,0.005,0.002
0.0,0.0,0.033,0.176,0.01,0.572,0.004,0.002
18.182,0.006,0.038,0.176,0.01,0.676,0.004,0.002
7.692,0.003,0.041,0.176,0.01,0.728,0.004,0.002
7.143,0.003,0.044,0.176,0.01,0.779,0.004,0.002
6.667,0.003,0.047,0.351,0.02,0.831,0.008,0.002
6.25,0.003,0.05,0.351,0.02,0.883,0.008,0.002
5.882,0.003,0.053,0.351,0.02,0.934,0.007,0.003
5.556,0.003,0.056,0.351,0.02,0.979,0.007,0.003
10.526,0.005,0.061,0.35,0.02,1.073,0.007,0.003
14.286,0.008,0.07,0.348,0.02,1.212,0.007,0.003
20.833,0.014,0.084,0.518,0.03,1.444,0.01,0.004
6.897,0.005,0.089,0.515,0.03,1.525,0.01,0.004
12.903,0.011,0.1,0.685,0.04,1.704,0.013,0.005
11.429,0.011,0.11,0.681,0.04,1.876,0.013,0.005
394.872,0.432,0.542,3.208,0.19,9.157,0.061,0.026
250.777,1.348,1.891,11.417,0.68,31.742,0.236,0.096
181.492,3.399,5.289,31.928,1.91,88.419,0.641,0.26
466.495,24.492,29.782,179.922,10.8,496.146,3.603,1.491
74.715,21.936,51.718,313.34,18.86,859.236,6.361,2.661
14.457,7.12,58.838,357.968,21.59,975.55,7.521,3.166
3.325,1.592,60.43,369.844,22.31,1001.781,8.041,3.429
2.85,1.352,61.783,380.855,22.94,1025.73,8.165,3.404
-3.652,-2.609,59.174,367.607,22.1,984.288,7.695,3.248
10.285,5.702,64.876,406.306,24.38,1081.196,8.311,3.52
-7.072,-4.94,59.936,378.273,22.65,1000.974,7.881,3.233
4.569,2.508,62.443,396.632,23.69,1045.462,8.131,3.432
5.288,3.06,65.504,419.156,24.94,1100.89,8.969,3.965
0.391,0.015,65.519,422.685,25.04,1105.986,8.743,3.721
9.909,6.23,71.749,469.702,27.73,1215.307,9.944,4.204
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,3.591,0.01,,0.256,
,,,3.579,0.01,,0.256,
,,,3.568,0.01,,0.242,
,,,14.243,0.04,,0.976,
,,,17.782,0.05,,1.199,
,,,31.985,0.09,,2.118,
,,,42.547,0.12,,2.948,
,,,53.047,0.15,,3.448,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.003,0.003,0.008,0.001,0.024,0.0,0.0
0.0,0.0,0.003,0.008,0.001,0.024,0.0,0.0
950.0,0.028,0.031,0.084,0.01,0.249,0.001,0.001
114.286,0.035,0.067,0.18,0.023,0.533,0.002,0.001
28.889,0.019,0.086,0.232,0.029,0.685,0.003,0.002
36.207,0.031,0.117,0.315,0.04,0.931,0.004,0.002
37.975,0.044,0.161,0.433,0.054,1.282,0.005,0.003
76.702,0.124,0.285,0.764,0.096,2.26,0.009,0.005
48.746,0.139,0.424,1.134,0.143,3.354,0.014,0.007
52.203,0.221,0.645,1.723,0.218,5.094,0.02,0.01
57.808,0.373,1.017,2.76,0.35,8.023,0.035,0.016
45.247,0.451,1.468,3.699,0.47,11.554,0.048,0.024
38.996,0.559,2.027,5.263,0.67,15.927,0.068,0.033
37.335,0.739,2.767,7.059,0.9,21.698,0.092,0.045
33.3,0.898,3.664,9.321,1.19,28.702,0.118,0.059
28.19,1.003,4.668,11.659,1.49,36.523,0.147,0.075
22.425,1.011,5.678,13.995,1.79,44.396,0.173,0.091
15.877,0.86,6.539,15.78,2.02,51.082,0.188,0.106
12.173,0.75,7.289,17.567,2.25,56.912,0.224,0.12
17.407,1.216,8.505,21.543,2.76,66.386,0.282,0.153
30.729,2.545,11.051,27.633,3.54,86.262,0.327,0.187
36.615,3.954,15.005,37.81,4.84,117.218,0.462,0.268
35.534,5.209,20.213,51.7,6.61,158.097,0.632,0.364
75.108,14.969,35.182,100.878,12.88,275.549,1.251,0.638
82.42,28.612,63.794,180.033,22.95,500.439,2.231,1.187
46.679,29.221,93.016,273.475,34.8,730.963,3.463,1.756
25.436,22.969,115.985,360.332,45.76,913.308,4.553,2.218
25.195,28.368,144.353,434.778,55.07,1139.666,5.458,2.728
14.514,19.985,164.338,496.373,62.67,1301.624,6.192,3.122
9.067,14.24,178.577,551.547,69.38,1419.627,6.992,3.474
10.907,18.749,197.326,631.484,79.09,1575.527,8.203,4.143
22.984,44.465,241.791,711.806,88.7,1940.346,9.254,4.851
10.816,25.174,266.965,796.197,98.69,2153.785,10.209,5.386
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,5.266,0.05,,0.279,
,,,43.153,0.43,,2.319,
,,,89.081,0.91,,4.648,
,,,136.713,1.43,,7.425,
,,,192.547,2.06,,10.602,
,,,262.611,2.87,,14.321,
,,,313.95,3.5,,15.996,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.003,0.0,0.0
3649.524,0.002,0.002,0.0,0.0,0.124,0.0,0.0
57.353,0.001,0.003,0.0,0.0,0.191,0.0,0.0
3626.473,0.121,0.124,2.803,0.05,6.971,0.055,0.019
91.469,0.112,0.237,4.978,0.09,13.091,0.095,0.033
4.799,0.01,0.247,4.914,0.09,13.462,0.087,0.032
52.478,0.127,0.374,7.552,0.14,20.161,0.131,0.047
176.944,0.658,1.031,20.795,0.39,54.987,0.366,0.127
216.31,2.219,3.25,65.335,1.24,171.237,1.141,0.433
31.645,1.013,4.263,67.2,1.29,222.059,1.128,0.523
4.058,0.157,4.42,72.688,1.41,227.836,1.25,0.51
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.235,0.01,,0.132,
,,,0.229,0.01,,0.124,
,,,0.67,0.03,,0.345,
,,,1.091,0.05,,0.597,
,,,1.067,0.05,,0.507,
,,,1.253,0.06,,0.619,
,,,1.43,0.07,,0.654,
,,,1.802,0.09,,0.8,
,,,1.766,0.09,,0.783,
,,,1.731,0.09,,0.766,
,,,1.887,0.1,,0.845,
,,,5.553,0.3,,2.433,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,5.928,0.01,,0.157,
,,,5.986,0.01,,0.149,
,,,12.034,0.02,,0.289,
,,,12.05,0.02,,0.185,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,0.136,0.0,
1701.099,0.008,0.009,0.0,0.0,2.361,0.0,
55.278,0.005,0.014,0.0,0.0,3.507,0.0,
859.018,0.117,0.131,2.47,0.01,32.281,0.015,
4.999,0.006,0.136,2.424,0.01,33.068,0.015,
3.824,0.004,0.141,4.633,0.02,32.611,0.029,
10.005,0.014,0.154,4.503,0.02,34.745,0.028,
0.274,-0.0,0.154,4.587,0.02,35.354,0.03,
256.597,0.394,0.548,4.706,0.02,128.87,0.028,
0.0,-0.002,0.546,49.033,0.209,127.836,0.252,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,1.429,0.01,,0.033,
,,,2.815,0.02,,0.059,
,,,5.546,0.04,,0.131,
,,,5.465,0.04,,0.102,
,,,5.387,0.04,,0.1,
,,,,0.02,,0.002,
,,,,0.02,,0.002,
,,,,0.02,,0.002,
,,,,0.02,,0.002,
,,,,0.02,,0.002,
,,,,0.02,,0.002,
,,,,0.02,,0.002,
,,,,0.02,,0.002,
,,,,0.02,,0.002,
,,,,0.02,,0.002,
,,,,0.06,,0.004,
,,,,0.12,,0.008,
,,,,0.24,,0.016,
,,,,0.58,,0.038,
,,,,1.28,,0.085,
,,,,3.07,,0.197,
,,,,5.28,,0.337,
,,,,8.56,,0.542,
,,,,14.19,,0.875,
,,,,25.65,,1.593,
,,,,36.55,,2.262,
,,,,50.55,,2.969,
,,,,66.05,,3.727,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.001,0.001,0.0,0.0,0.266,0.0,0.001
0.0,-0.0,0.001,0.0,0.0,0.267,0.0,0.001
0.0,-0.0,0.001,0.0,0.0,0.268,0.0,0.001
0.0,-0.0,0.001,0.0,0.0,0.269,0.0,0.001
0.0,-0.0,0.001,0.0,0.0,0.27,0.0,0.001
91.0,0.0,0.001,0.0,0.0,0.518,0.0,0.002
15.183,0.0,0.001,0.0,0.0,0.599,0.0,0.002
189.318,0.002,0.003,0.0,0.0,1.74,0.0,0.008
146.426,0.005,0.008,0.0,0.0,4.315,0.0,0.018
54.511,0.004,0.013,0.0,0.0,6.71,0.0,0.031
40.231,0.005,0.018,5.336,0.01,9.491,0.171,0.042
0.0,-0.0,0.018,5.403,0.01,9.575,0.198,0.045
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,1.594,0.01,,0.059,
,,,3.126,0.02,,0.114,
,,,6.391,0.04,,0.219,
,,,9.821,0.06,,0.299,
,,,15.124,0.09,,0.449,
,,,19.025,0.11,,0.54,
,,,21.19,0.12,,0.616,
,,,21.457,0.12,,0.583,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,1.54,0.01,,0.033,
,,,1.616,0.01,,0.041,
,,,1.704,0.01,,0.031,
,,,1.671,0.01,,0.028,
,,,1.64,0.01,,0.028,
,,,1.615,0.01,,0.028,
,,,1.592,0.01,,0.034,
,,,1.568,0.01,,0.032,
,,,1.544,0.01,,0.031,
,,,1.522,0.01,,0.032,
,,,1.503,0.01,,0.033,
,,,1.485,0.01,,0.031,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
