biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,9.613,0.45,0.229,0.0
,0.0,0.0,0.0,8.469,0.4,0.204,0.0
,0.491,10.3,0.491,9.022,0.43,0.211,0.042
10.272,0.05,11.253,0.541,7.9,0.38,0.174,0.043
17.63,0.095,13.114,0.637,7.414,0.36,0.158,0.046
-91.179,-0.581,1.146,0.056,8.16,0.4,0.175,0.004
28.726,0.016,1.461,0.072,7.678,0.38,0.161,0.005
984.007,0.711,15.676,0.784,8.201,0.41,0.166,0.058
-25.955,-0.203,11.476,0.58,8.504,0.43,0.179,0.04
-47.782,-0.277,5.922,0.303,8.208,0.42,0.181,0.021
-47.627,-0.144,3.065,0.159,7.145,0.37,0.152,0.011
194.546,0.309,8.914,0.467,7.437,0.39,0.16,0.032
18.638,0.087,10.435,0.555,7.527,0.4,0.166,0.039
-1.924,-0.011,10.096,0.544,8.353,0.45,0.189,0.038
-17.814,-0.097,8.168,0.447,6.212,0.34,0.144,0.031
25.901,0.116,10.072,0.563,6.98,0.39,0.168,0.04
-11.045,-0.062,8.873,0.501,5.494,0.31,0.131,0.034
0.746,0.004,8.905,0.504,6.532,0.37,0.156,0.034
61.588,0.311,14.214,0.815,7.15,0.41,0.173,0.057
-14.977,-0.122,11.93,0.693,7.058,0.41,0.175,0.047
6.05,0.042,12.498,0.735,7.143,0.42,0.189,0.053
31.376,0.231,16.256,0.965,6.735,0.4,0.179,0.069
0.906,0.009,16.265,0.974,6.678,0.4,0.187,0.073
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,3.605,18.684,3.605,,,,0.259
-3.195,-0.115,17.673,3.49,,,,0.235
23.334,0.814,21.303,4.304,,,,0.271
-16.762,-0.721,17.332,3.583,,,,0.205
-6.586,-0.236,15.827,3.347,,,,0.178
-3.964,-0.133,14.863,3.214,,,,0.167
-8.237,-0.265,13.339,2.949,,,,0.143
118.01,3.48,28.438,6.43,,,,0.293
79.758,5.128,49.986,11.558,,,,0.498
37.534,4.338,67.227,15.896,,,,0.635
22.423,3.564,80.486,19.461,,,,0.747
-8.191,-1.594,72.274,17.867,,,,0.688
39.412,7.042,98.578,24.908,,,,0.932
43.481,10.83,138.413,35.738,,,,1.324
23.9,8.542,167.879,44.28,,,,1.578
22.4,9.919,201.242,54.199,,,,1.849
28.315,15.346,253.001,69.545,,,,2.228
1.385,0.963,251.413,70.508,,,,2.174
5.313,3.746,259.607,74.254,,,,2.218
8.054,5.98,275.151,80.235,,,,2.352
-7.796,-6.255,248.967,73.98,,,,2.152
1.751,1.295,248.759,75.275,,,,2.123
-1.947,-1.465,239.667,73.81,,,,2.003
5.617,4.146,248.819,77.956,,,,2.033
7.319,5.705,262.559,83.661,,,,2.053
4.08,3.413,268.793,87.074,,,,2.032
3.27,2.848,273.153,89.922,,,,2.014
-3.787,-3.405,258.712,86.517,,,,1.837
-0.64,-0.553,253.144,85.964,,,,1.763
0.307,0.264,250.176,86.227,,,,1.763
-12.899,-11.122,214.81,75.105,23.567,8.24,1.196,1.496
-6.272,-4.71,198.588,70.395,26.01,9.22,1.371,1.418
8.617,6.066,212.876,76.46,29.484,10.59,1.53,1.524
-4.655,-3.559,200.44,72.901,34.478,12.54,1.723,1.438
11.206,8.169,220.225,81.071,36.754,13.53,1.753,1.515
5.618,4.554,229.864,85.625,39.651,14.77,1.843,1.553
-1.322,-1.132,224.245,84.493,42.995,16.2,1.918,1.47
31.171,26.337,290.918,110.83,52.026,19.82,2.235,1.83
36.443,40.39,392.747,151.22,59.034,22.73,2.471,2.431
10.4,15.727,429.12,166.947,66.445,25.85,2.791,2.712
10.175,16.986,467.931,183.933,89.193,35.06,3.564,2.83
-5.528,-10.167,437.549,173.766,91.228,36.23,3.546,2.575
-1.875,-3.258,425.031,170.508,97.865,39.26,3.698,2.439
16.075,27.409,488.506,197.917,109.886,44.52,4.039,2.761
9.651,19.101,530.44,217.018,124.068,50.76,4.62,2.995
15.808,34.306,608.335,251.324,130.539,53.93,4.779,3.492
-7.341,-18.449,558.317,232.875,133.517,55.69,4.93,3.276
2.991,6.965,569.716,239.84,134.899,56.79,4.988,3.342
14.015,33.613,643.812,273.453,138.414,58.79,5.083,3.848
9.723,26.589,700.511,300.042,136.184,58.33,5.039,4.281
-9.513,-28.544,629.151,271.498,146.085,63.04,5.438,4.179
0.015,0.041,625.299,271.539,148.162,64.34,5.245,3.862
0.629,1.707,625.538,273.246,,,,3.722
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,1.71,0.08,0.029,
,,,,1.7,0.08,0.027,
,,,,3.593,0.17,0.055,
,,0.0,0.0,3.786,0.18,0.056,0.0
,0.064,1.34,0.064,5.867,0.28,0.081,0.003
143.636,0.092,3.254,0.156,5.012,0.24,0.066,0.006
297.761,0.464,12.901,0.62,4.787,0.23,0.061,0.023
79.55,0.493,23.081,1.113,7.466,0.36,0.089,0.04
85.58,0.952,42.677,2.065,12.81,0.62,0.148,0.074
43.131,0.891,60.845,2.956,10.496,0.51,0.119,0.105
40.362,1.193,85.01,4.15,57.771,2.82,0.59,0.137
-5.802,-0.241,79.497,3.909,115.518,5.68,1.135,0.123
7.081,0.277,84.33,4.186,129.145,6.41,1.254,0.13
52.348,2.191,127.285,6.377,143.119,7.17,1.386,0.198
-17.253,-1.1,104.366,5.277,212.825,10.76,2.051,0.162
-1.829,-0.097,101.58,5.18,223.554,11.4,2.173,0.156
-0.561,-0.029,100.388,5.151,221.399,11.36,2.119,0.151
-3.342,-0.172,96.654,4.979,260.912,13.44,2.484,0.144
59.589,2.967,153.756,7.946,269.56,13.93,2.477,0.227
2.415,0.192,157.083,8.138,251.333,13.02,2.348,0.235
-1.386,-0.113,154.783,8.025,161.058,8.35,1.514,0.241
-13.464,-1.08,133.981,6.944,291.529,15.11,2.567,0.199
24.502,1.701,166.855,8.646,360.508,18.68,3.08,0.245
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,9.03,,,,0.661
1.993,0.18,,9.21,,,,0.636
1.888,0.174,,9.384,,,,0.624
1.813,0.17,,9.554,,,,0.6
1.781,0.17,,9.724,,,,0.586
38.847,3.778,,13.501,,,,0.76
0.449,0.061,,13.562,,,,0.721
9.298,1.261,,14.823,,,,0.731
-3.863,-0.573,,14.251,,,,0.641
0.591,0.084,,14.335,,,,0.608
-4.509,-0.646,,13.688,,,,0.575
0.459,0.063,,13.751,,,,0.542
33.214,4.567,,18.319,,,,0.68
26.532,4.86,,23.179,,,,0.817
20.9,4.844,,28.023,,,,0.925
16.996,4.763,,32.786,,,,1.047
-9.267,-3.038,,29.748,,,,0.949
26.248,7.808,,37.556,,,,1.184
30.522,11.463,,49.019,,,,1.536
17.926,8.787,,57.806,,,,1.742
18.343,10.604,,68.41,,,,1.997
23.086,15.793,,84.203,,,,2.319
1.339,1.127,,85.33,,,,2.264
4.957,4.23,,89.56,,,,2.306
6.843,6.129,,95.689,,,,2.413
-6.117,-5.853,,89.836,,,,2.246
1.583,1.422,,91.258,,,,2.223
-5.195,-4.741,,86.517,,,,2.04
1.858,1.607,,88.125,,,,2.0
6.432,5.668,,93.793,,,,2.006
4.322,4.054,,97.846,,,,1.995
2.37,2.319,,100.165,,,,1.96
-2.939,-2.944,,97.222,,,,1.804
-0.5,-0.486,,96.736,,,,1.731
-0.12,-0.116,,96.62,,,,1.722
-11.488,-11.1,,85.52,,,,1.47
-6.03,-5.157,,80.363,,,,1.386
6.918,5.559,,85.922,,,,1.464
-3.969,-3.41,,82.512,,,,1.385
9.603,7.924,,90.436,,,,1.444
4.435,4.011,,94.447,,,,1.466
-4.076,-3.849,,90.597,,,,1.345
26.005,23.56,,114.157,,,,1.622
35.247,40.237,,154.394,,,,2.147
10.114,15.616,,170.01,,,,2.398
10.161,17.276,,187.286,,,,2.513
-5.31,-9.944,,177.341,,,,2.301
-1.977,-3.506,,173.836,,,,2.186
15.806,27.476,,201.312,,,,2.477
9.589,19.304,,220.615,,,,2.686
15.552,34.311,,254.926,,,,3.107
-7.18,-18.304,,236.623,,,,2.913
2.975,7.039,,243.662,,,,2.972
13.787,33.593,,277.256,,,,3.408
9.562,26.513,,303.768,,,,3.769
-9.452,-28.713,,275.055,,,,3.693
0.149,0.409,,275.465,,,,3.427
0.657,1.81,,277.274,,,,3.315
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,13.885,0.54,0.357,
,,,,13.847,0.54,0.349,
,,,,14.54,0.57,0.364,
,,,,14.713,0.58,0.373,
,,,,16.152,0.64,0.398,
,,,,25.368,1.01,0.61,
,,,,27.002,1.08,0.623,
,,,,36.336,1.46,0.772,
,,,,37.907,1.53,0.791,
,,,,39.958,1.62,0.788,
,,20.256,0.825,36.572,1.49,0.674,0.054
-0.421,-0.003,20.06,0.822,39.789,1.63,0.699,0.051
94.946,0.78,38.625,1.602,62.443,2.59,1.08,0.099
37.832,0.606,52.289,2.208,75.301,3.18,1.236,0.129
-7.848,-0.173,47.367,2.035,77.515,3.33,1.217,0.115
44.554,0.907,67.334,2.941,60.661,2.65,0.932,0.165
-33.779,-0.994,43.849,1.948,62.355,2.77,0.938,0.108
-9.258,-0.18,39.066,1.768,64.094,2.9,0.962,0.096
30.853,0.545,50.317,2.313,70.921,3.26,1.049,0.129
54.459,1.26,77.047,3.572,75.268,3.49,1.197,0.215
363.911,13.001,355.856,16.573,86.102,4.01,1.345,0.969
19.28,3.195,423.043,19.768,98.653,4.61,1.582,1.178
23.498,4.645,522.151,24.414,106.51,4.98,1.695,1.463
-56.73,-13.85,226.676,10.564,124.454,5.8,2.061,0.667
5.476,0.579,239.804,11.142,116.433,5.41,1.968,0.716
2.41,0.269,245.76,11.411,124.054,5.76,2.076,0.725
13.395,1.529,278.428,12.939,122.436,5.69,2.098,0.814
17.273,2.235,325.745,15.175,130.516,6.08,2.228,0.944
28.652,4.348,417.215,19.522,126.304,5.91,2.174,1.193
-0.202,-0.039,413.374,19.483,118.18,5.57,2.056,1.224
-18.236,-3.553,336.331,15.93,129.635,6.14,2.364,1.107
-0.363,-0.058,334.243,15.872,146.145,6.94,2.563,1.029
-2.471,-0.392,325.491,15.48,143.402,6.82,2.395,0.968
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.498,0.01,0.105,
,,,,2.465,0.05,0.52,
,,,,2.441,0.05,0.52,
,,,,1.935,0.04,0.383,
,,,,1.918,0.04,0.357,
,,,,2.379,0.05,0.44,
,,,,1.893,0.04,0.343,
,,,,2.825,0.06,0.501,
,,,,2.812,0.06,0.472,
,,,,5.134,0.11,0.804,
,,,,6.045,0.13,0.885,
,,,,6.487,0.14,0.936,
,,,,8.776,0.19,1.196,
,,,,8.289,0.18,1.155,
,,,,8.267,0.18,1.101,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,6.844,0.18,6.977,
,,,,7.422,0.2,7.067,
,,,,8.342,0.23,7.443,
,,,,6.385,0.18,5.405,
,,,,5.549,0.16,4.624,
,,,,5.755,0.17,4.474,
,,,,6.593,0.2,4.484,
,,,,7.053,0.22,4.453,
,,,,5.925,0.19,3.519,
,,,,4.553,0.15,2.336,
,,,,1.778,0.06,0.8,
,,,,2.324,0.08,0.955,
,,,,6.826,0.24,2.572,
,,,,4.723,0.17,1.662,
,,,,5.675,0.21,1.863,
,,,,9.955,0.38,2.964,
,,,,12.952,0.51,3.617,
,,,,12.291,0.5,3.285,
,,,,11.905,0.5,3.145,
,,,,12.028,0.52,3.188,
,,,,11.026,0.49,2.975,
,,,,11.389,0.52,3.134,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,17.377,0.01,0.513,
,,,,17.198,0.01,0.521,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,226.943,1.94,1.329,0.0
,0.0,0.0,0.0,216.426,1.86,1.266,0.0
,0.0,0.0,0.0,232.631,2.01,1.377,0.0
,0.0,0.0,0.0,249.902,2.17,1.494,0.0
,0.0,0.0,0.0,255.632,2.23,1.563,0.0
,0.0,0.0,0.0,268.311,2.35,1.585,0.0
,0.0,0.0,0.0,241.307,2.12,1.508,0.0
,0.0,0.0,0.0,314.492,2.77,1.856,0.0
,0.0,0.0,0.0,314.885,2.78,1.751,0.0
,0.0,0.0,0.0,305.123,2.7,1.744,0.0
,0.0,0.0,0.0,462.178,4.1,2.823,0.0
,0.0,0.0,0.0,424.874,3.78,2.339,0.0
,0.0,0.0,0.0,468.294,4.18,2.849,0.0
,0.0,0.0,0.0,503.264,4.51,3.331,0.0
,0.0,0.0,0.0,799.621,7.2,4.747,0.0
,1.687,186.41,1.687,827.465,7.49,4.729,0.248
17.079,0.288,216.976,1.976,918.205,8.36,5.835,0.309
9.871,0.195,236.845,2.171,1073.735,9.84,6.612,0.334
67.078,1.456,392.929,3.626,1120.347,10.34,6.898,0.566
-9.064,-0.329,354.544,3.298,1232.071,11.46,8.389,0.562
65.276,2.153,580.958,5.45,1299.335,12.19,8.212,0.874
16.736,0.912,672.05,6.363,1218.922,11.54,7.679,1.035
17.512,1.114,782.42,7.477,1275.64,12.19,7.324,1.146
-0.79,-0.059,768.763,7.418,1186.659,11.45,7.482,1.213
33.248,2.466,1014.006,9.884,1097.717,10.7,6.968,1.624
20.041,1.981,1204.639,11.865,1093.474,10.77,6.648,1.886
29.691,3.523,1545.988,15.388,1154.388,11.49,7.371,2.49
13.222,2.035,1732.156,17.422,1201.011,12.08,7.356,2.731
-5.355,-0.933,1622.612,16.489,1171.979,11.91,7.291,2.639
3.294,0.543,1658.816,17.033,1269.975,13.04,7.743,2.621
-8.882,-1.513,1496.75,15.52,1078.217,11.18,6.826,2.52
17.856,2.771,1747.467,18.291,1249.63,13.08,7.615,2.903
13.145,2.404,1961.763,20.695,1200.074,12.66,7.374,3.274
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
