biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,24.842,0.57,0.809,0.0
,0.0,0.0,0.0,24.212,0.57,0.747,0.0
,0.0,0.0,0.0,16.568,0.4,0.496,0.0
,0.0,0.0,0.0,16.977,0.42,0.507,0.0
,0.0,0.0,0.0,22.895,0.58,0.608,0.0
,0.0,0.0,0.0,22.759,0.59,0.6,0.0
,0.072,2.714,0.072,23.388,0.62,0.6,0.009
400.0,0.288,13.278,0.36,28.052,0.76,0.702,0.04
37.143,0.134,17.833,0.493,28.918,0.8,0.704,0.053
-89.583,-0.442,1.821,0.051,49.261,1.39,1.199,0.006
0.0,0.0,1.789,0.051,43.875,1.26,1.01,0.006
442.789,0.228,9.558,0.279,52.768,1.54,1.212,0.029
379.167,1.058,45.062,1.337,50.573,1.5,1.119,0.129
63.478,0.848,72.507,2.185,36.503,1.1,0.781,0.201
59.574,1.302,113.919,3.487,22.544,0.69,0.468,0.318
29.667,1.034,145.517,4.521,24.14,0.75,0.5,0.406
0.0,0.0,143.405,4.521,24.107,0.76,0.485,0.386
-2.571,-0.116,137.755,4.405,23.768,0.76,0.473,0.371
15.04,0.662,156.401,5.067,41.668,1.35,0.791,0.419
48.624,2.464,229.582,7.531,49.384,1.62,0.908,0.607
22.068,1.662,276.903,9.193,49.096,1.63,0.963,0.769
38.56,3.545,379.405,12.738,48.848,1.64,0.934,1.001
9.648,1.229,411.542,13.967,48.323,1.64,0.909,1.04
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,1.78,0.02,5.128,
,,,,1.727,0.02,5.0,
,,,,1.673,0.02,4.878,
,,,,2.431,0.03,6.977,
,,,,2.353,0.03,6.522,
,,,,3.035,0.04,5.128,
,,,,3.67,0.05,5.952,
,,,,3.551,0.05,6.024,
,,,,4.123,0.06,6.0,
,,,,3.991,0.06,5.357,
,,,,4.508,0.07,4.094,
,,,,4.364,0.07,3.684,
,,,,6.055,0.1,4.425,
,,,,5.881,0.1,4.386,
,,,,5.697,0.1,4.237,
,,,,6.625,0.12,5.172,
,,,,5.882,0.11,3.971,
,,,,7.25,0.14,4.255,
,,,,8.528,0.17,4.816,
,,,,9.238,0.19,5.723,
,,,,8.481,0.18,5.625,
,,,,8.674,0.19,5.605,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,23.261,0.01,0.435,
,,,,22.856,0.01,0.442,
,,,,22.399,0.01,0.444,
,,,,21.902,0.01,0.769,
,,,,21.38,0.01,1.163,
,,,,20.855,0.01,0.606,
,,,,20.342,0.01,0.508,
,,,,19.855,0.01,0.483,
,,,,19.404,0.01,0.465,
,,,,18.984,0.01,0.45,
,,,,18.751,0.01,0.5,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,156.259,0.19,11.31,
,,,,195.875,0.24,13.333,
,,,,194.494,0.24,12.973,
,,,,201.233,0.25,12.626,
,,,,199.938,0.25,12.195,
,,,,405.389,0.51,23.832,
,,,,213.476,0.27,12.162,
,,,,212.5,0.27,11.638,
,,,,203.811,0.26,10.7,
,,,,289.092,0.37,15.041,
,,,,288.309,0.37,14.397,
,,,,272.111,0.35,13.462,
,,,,217.264,0.28,10.606,
,,,,224.685,0.29,10.623,
,,,,232.178,0.3,10.714,
,,,,262.922,0.34,11.888,
,,,,255.041,0.33,11.379,
,,,,239.43,0.31,10.438,
,,,,262.47,0.34,11.448,
,,,,270.003,0.35,11.327,
,,,,231.155,0.3,10.949,
,,,,246.358,0.32,11.111,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.908,9.281,0.908,59.056,5.78,2.978,0.054
1.848,0.017,9.308,0.925,57.75,5.74,2.853,0.055
-6.256,-0.058,8.594,0.867,54.897,5.54,2.706,0.05
-1.298,-0.011,8.357,0.856,59.749,6.12,3.022,0.049
2.02,0.017,8.402,0.873,63.783,6.63,3.006,0.047
11.033,0.096,9.196,0.97,71.888,7.58,3.276,0.048
2.046,0.02,9.258,0.99,63.525,6.79,2.868,0.048
-4.031,-0.04,8.768,0.95,68.973,7.47,3.062,0.046
3.485,0.033,8.96,0.983,64.64,7.09,2.869,0.046
7.99,0.079,9.557,1.061,61.144,6.79,2.766,0.05
4.665,0.05,9.87,1.111,62.382,7.02,2.655,0.052
-7.591,-0.084,8.992,1.026,60.534,6.91,2.466,0.046
15.946,0.164,10.281,1.19,54.943,6.36,2.234,0.053
-0.139,-0.002,10.132,1.188,58.913,6.91,2.405,0.053
54.582,0.649,15.47,1.837,55.913,6.64,2.288,0.082
6.346,0.117,16.261,1.954,59.259,7.12,2.39,0.089
5.967,0.117,17.037,2.07,57.769,7.02,2.317,0.092
5.631,0.117,17.803,2.187,61.137,7.51,2.429,0.095
11.639,0.255,19.687,2.441,60.477,7.5,2.259,0.108
10.425,0.255,21.553,2.696,53.164,6.65,2.091,0.12
9.443,0.255,23.417,2.951,54.525,6.87,2.11,0.143
-13.96,-0.412,20.036,2.539,53.431,6.77,2.009,0.114
7.245,0.184,21.353,2.723,53.175,6.78,1.94,0.112
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.117,,0.117,,,,0.002
2.27,0.003,,0.12,,,,0.002
2.712,0.003,,0.123,,,,0.002
47.654,0.059,,0.182,,,,0.003
-45.132,-0.082,,0.1,,,,0.001
-10.769,-0.011,,0.089,,,,0.001
3.939,0.004,,0.093,,,,0.001
6.627,0.006,,0.099,,,,0.001
14.383,0.014,,0.113,,,,0.001
18.186,0.021,,0.133,,,,0.002
-5.014,-0.007,,0.127,,,,0.001
-25.212,-0.032,,0.095,,,,0.001
34.118,0.032,,0.127,,,,0.001
9.944,0.013,,0.14,,,,0.001
88.309,0.123,,0.263,,,,0.003
36.579,0.096,,0.359,,,,0.004
17.767,0.064,,0.423,,,,0.004
15.055,0.064,,0.487,,,,0.005
20.782,0.101,,0.588,,,,0.006
-8.493,-0.05,,0.538,,,,0.005
17.445,0.094,,0.632,,,,0.006
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,0.03,0.006,
,,,,,0.03,0.006,
,,,,,0.04,0.008,
,,,,,0.04,0.007,
,,,,,0.04,0.007,
,,,,,0.04,0.006,
,,,,,0.05,0.007,
,,,,,0.07,0.01,
,,,,,0.07,0.009,
,,,,,0.07,0.009,
,,,,,0.09,0.01,
,,,,,0.11,0.012,
,,,,,0.11,0.012,
,,,,,0.12,0.012,
,,,,,0.17,0.016,
,,,,,0.24,0.022,
,,,,,0.26,0.023,
,,,,,0.28,0.024,
,,,,,0.24,0.021,
,,,,,0.24,0.02,
,,,,,0.23,0.019,
,,,,,0.24,0.019,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,2.996,0.01,0.186,
,,,,3.051,0.01,0.166,
,,,,3.101,0.01,0.171,
,,,,3.144,0.01,0.202,
,,,,3.183,0.01,0.186,
,,,,3.216,0.01,0.176,
,,,,3.242,0.01,0.162,
,,,,3.266,0.01,0.15,
,,,,3.055,0.01,0.186,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.308,0.01,0.042,
,,,,0.304,0.01,0.04,
,,,,0.3,0.01,0.037,
,,,,0.296,0.01,0.037,
,,,,0.292,0.01,0.036,
,,,,0.865,0.03,0.102,
,,,,1.424,0.05,0.164,
,,,,1.126,0.04,0.127,
,,,,0.835,0.03,0.088,
,,,,1.102,0.04,0.1,
,,,,1.09,0.04,0.104,
,,,,1.079,0.04,0.097,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
