renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy
1.835,1.128,62.582,,,2035.298,,12.298
4.086,2.551,65.133,,,2086.509,,12.247
-30.14,-19.62,45.514,,,1436.179,,8.417
-13.579,-6.18,39.333,,,1222.833,,7.543
34.249,13.469,52.802,546.798,17.846,1617.834,34.989,10.292
-10.344,-5.459,47.343,483.307,16.0,1430.066,29.71,9.081
20.592,9.742,57.086,574.801,19.295,1700.591,34.39,10.207
23.681,13.503,70.589,701.329,23.864,2074.487,38.572,12.216
14.756,10.413,81.002,794.048,27.386,2348.667,41.732,13.306
-2.786,-2.251,78.751,761.821,26.623,2253.499,39.635,12.535
-14.718,-11.562,67.189,641.558,22.704,1898.562,32.546,10.225
23.844,15.998,83.187,785.069,28.118,2322.615,38.804,12.514
-4.99,-4.142,79.044,737.306,26.715,2181.549,36.019,11.482
-18.796,-14.835,64.209,591.864,21.694,1751.816,26.867,9.225
33.662,21.622,85.832,779.32,28.89,2315.351,33.889,12.283
27.578,22.937,108.769,988.247,37.04,2902.009,42.826,15.936
-1.65,-2.43,106.339,951.827,36.06,2806.88,44.436,16.248
-4.461,-5.276,101.063,898.162,34.38,2640.23,39.006,14.407
-9.657,-10.303,90.76,802.456,31.03,2347.119,32.428,12.186
12.107,10.346,101.106,885.578,34.6,2587.788,34.305,12.79
11.154,10.601,111.707,979.561,38.67,2829.686,34.713,13.45
-17.323,-19.836,91.872,781.922,31.18,2303.925,28.128,10.613
0.294,-0.231,91.641,776.684,31.28,2275.451,27.259,10.447
10.467,8.936,100.577,852.908,34.7,2472.131,29.837,11.798
13.509,2.407,102.984,837.224,34.41,2505.684,28.761,11.65
1.454,-3.763,99.221,781.056,32.43,2389.665,26.42,10.914
0.278,-3.181,96.039,737.265,30.93,2289.243,24.035,10.177
12.747,11.33,107.369,826.408,35.03,2532.988,26.476,10.94
3.765,0.797,108.166,802.586,34.37,2525.827,26.075,11.039
2.349,0.434,108.6,785.305,33.97,2510.579,24.653,10.893
-4.106,-7.653,100.947,710.356,31.02,2311.688,22.214,10.172
9.643,7.899,108.847,758.15,33.4,2470.724,24.103,10.979
1.341,2.696,111.543,787.372,34.97,2511.452,25.016,11.332
-0.123,-1.084,110.459,773.932,34.63,2468.605,26.006,11.911
-12.277,-3.382,107.077,822.675,37.05,2377.575,26.714,12.31
2.574,1.567,108.643,821.171,37.18,2399.532,25.348,11.251
20.654,19.632,128.275,992.083,45.15,2818.588,31.426,12.815
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,394.505,1.25,,22.242,
,,,306.402,0.96,,17.235,
,,,528.174,1.64,,31.478,
,,,635.516,1.96,,37.62,
,,,645.846,1.98,,33.559,
,,,574.288,1.75,,29.313,
,,,598.053,1.81,,32.206,
,,,609.107,1.83,,32.796,
,,,596.63,1.78,,32.541,
,,,674.696,2.0,,37.244,
,,,862.099,2.54,,41.1,
,,,839.882,2.46,,34.795,
,,,789.177,2.3,,30.223,
,,,741.025,2.15,,29.452,
,,,681.676,1.97,,26.876,
,,,757.313,2.18,,29.539,
,,,813.025,2.33,,33.525,
,,,788.94,2.25,,30.571,
,,,814.366,2.31,,31.301,
,,,854.427,2.41,,33.014,
,,,684.343,1.92,,25.772,
,,,820.503,2.29,,31.284,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,302.349,0.03,,3.333,
,,,1096.12,0.11,,12.36,
,,,1085.841,0.11,,12.5,
,,,1370.856,0.14,,16.092,
,,,1457.854,0.15,,16.854,
,,,1544.297,0.16,,17.978,
,,,1726.304,0.18,,19.355,
,,,1334.732,0.14,,15.556,
,,,1327.593,0.14,,15.054,
,,,1415.361,0.15,,16.484,
,,,1409.006,0.15,,16.304,
,,,1407.169,0.15,,17.045,
,,,1407.882,0.15,,16.129,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,422.89,75.203,143.006,222.387,,7.897
4.309,18.225,441.116,76.573,149.168,226.441,,7.59
-6.532,-28.801,412.315,69.914,139.424,206.754,,6.774
11.143,45.943,458.258,75.858,154.96,224.333,,6.976
3.809,17.452,475.71,76.833,160.862,227.214,,6.371
2.504,11.878,487.588,76.875,164.89,227.324,,5.764
9.357,45.621,533.209,82.134,180.318,242.873,,5.742
3.425,18.266,551.475,83.05,186.495,245.583,,5.588
-7.003,-38.617,512.858,75.518,173.434,223.313,,4.797
13.892,71.242,584.1,84.164,197.528,248.877,,5.34
7.749,45.258,629.358,88.853,212.835,262.739,,5.551
2.816,17.71,647.069,89.586,218.829,264.901,,5.395
-1.659,-10.745,636.324,86.429,215.197,255.565,,4.973
5.404,34.332,670.656,89.415,226.826,264.372,,4.897
8.488,56.823,727.479,95.198,246.079,281.432,,5.029
7.656,55.542,783.02,100.526,264.919,297.124,,5.401
7.268,56.82,839.84,105.727,284.173,312.465,,5.707
2.104,19.669,859.509,105.795,290.152,313.393,,5.712
5.117,44.167,903.676,109.011,305.0,322.986,,5.696
0.724,6.745,910.421,107.672,307.208,319.091,,5.316
17.795,161.74,1072.161,124.362,361.876,368.458,18.013,5.352
0.959,10.625,1082.786,123.083,365.347,364.784,17.209,5.188
3.504,37.949,1120.735,124.859,378.151,370.048,16.42,5.08
14.534,162.773,1283.508,140.2,433.11,415.479,17.547,5.439
2.588,33.379,1316.887,141.067,444.319,418.099,16.805,5.326
4.213,53.758,1370.644,144.224,463.039,426.917,16.312,5.333
1.161,15.892,1386.536,143.288,468.415,424.14,15.67,5.191
0.774,10.772,1397.308,141.994,472.04,420.322,14.945,5.009
10.659,148.772,1546.08,154.624,522.357,457.659,15.743,5.318
0.005,0.045,1546.125,152.247,522.385,450.611,14.606,5.057
8.586,133.542,1679.667,162.844,567.237,482.203,14.896,5.262
-0.573,-9.891,1669.777,159.564,563.986,472.416,14.109,5.011
0.313,5.649,1675.425,157.802,565.753,467.317,13.529,4.886
6.077,101.436,1776.861,165.078,600.132,488.761,13.914,5.174
-1.783,-31.665,1745.196,159.943,589.429,473.565,13.042,4.922
3.496,61.107,1806.302,165.155,616.87,483.604,13.302,4.902
7.688,126.69,1932.992,175.668,664.94,510.669,13.714,5.072
5.298,68.692,2001.684,179.384,687.88,521.994,13.308,5.004
4.433,72.458,2074.142,184.621,716.94,534.117,12.909,4.809
17.393,346.085,2420.227,213.211,838.22,615.614,13.82,5.12
4.688,94.719,2514.947,220.723,878.33,632.003,13.494,4.947
10.914,251.164,2766.111,239.575,964.84,686.841,13.685,5.145
6.121,148.651,2914.761,250.15,1019.36,715.279,13.272,5.11
14.763,401.732,3316.494,284.026,1170.98,804.429,14.766,5.629
0.318,-16.172,3300.321,281.363,1173.66,791.19,14.238,5.484
16.699,529.712,3830.033,323.772,1366.33,907.582,14.999,5.975
4.497,145.617,3975.651,334.679,1428.57,931.397,14.593,5.898
14.783,555.487,4531.138,382.705,1652.2,1049.563,16.11,6.493
11.818,481.029,5012.167,414.096,1807.65,1148.187,16.682,7.001
11.659,555.236,5567.402,457.632,2019.3,1261.735,17.622,7.566
6.446,371.886,5939.289,487.786,2174.67,1332.202,18.717,7.918
9.457,491.444,6430.733,523.641,2357.93,1428.114,19.393,8.415
9.205,586.779,7017.512,570.133,2592.45,1543.296,20.156,8.882
10.395,669.213,7686.726,617.647,2834.26,1675.105,20.772,9.384
10.579,765.796,8452.521,673.487,3116.72,1826.491,22.132,10.028
7.119,579.746,9032.268,714.662,3332.53,1936.972,23.361,10.782
10.377,908.23,9940.498,779.076,3656.46,2118.004,23.761,11.258
9.728,938.606,10879.104,850.877,4017.319,2304.22,24.776,12.039
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,577.54,,14.282,
,,,,632.04,,14.939,
,,,,642.15,,14.234,
,,,,667.13,,13.744,
,,,,774.07,,14.542,
,,,,812.67,,14.247,
,,,,890.92,,14.401,
,,,,954.95,,14.123,
,,,,1122.1,,16.085,
,,,,1122.71,,15.499,
,,,,1291.79,,16.091,
,,,,1351.75,,15.592,
,,,,1565.03,,17.234,
,,,,1713.77,,17.8,
,,,,1944.97,,19.118,
,,,,2072.02,,20.174,
,,,,2244.05,,20.829,
,,,,2479.63,,21.76,
,,,,2716.05,,22.308,
,,,,2931.48,,23.285,
,,,,3157.17,,24.743,
,,,,3495.37,,25.358,
,,,,3880.23,,27.025,
,,466.325,,157.734,,,8.906
3.944,18.392,484.717,,163.955,,,8.529
-5.894,-28.548,456.169,,154.291,,,7.666
10.069,45.917,502.086,,169.826,,,7.83
3.501,17.577,519.663,,175.772,,,7.134
3.82,19.829,539.492,,182.487,,,6.514
10.261,55.373,594.864,,201.212,,,6.556
2.828,16.827,611.692,,206.902,,,6.363
-5.343,-32.675,579.017,,195.847,,,5.58
12.701,73.696,652.713,,220.72,,,6.154
6.659,43.476,696.189,,235.418,,,6.328
0.315,2.204,698.394,,236.16,,,6.055
-2.617,-18.297,680.096,,229.98,,,5.574
4.48,30.422,710.519,,240.283,,,5.45
8.628,61.212,771.731,,261.014,,,5.659
6.868,52.821,824.552,,278.94,,,6.013
6.518,53.675,878.227,,297.121,,,6.357
0.612,7.415,885.642,,298.938,,,6.348
6.286,55.804,941.446,,317.729,,,6.465
0.548,5.355,946.801,,319.468,,,6.072
6.789,64.235,1011.036,,341.155,,19.779,6.184
2.642,27.008,1038.044,,350.168,,19.274,6.097
-0.271,-2.709,1035.335,,349.22,,17.704,5.757
10.513,108.878,1144.214,,385.932,,18.161,5.93
7.398,84.615,1228.829,,414.482,,18.107,6.04
1.771,20.068,1248.896,,421.822,,17.083,5.902
2.804,34.94,1283.836,,433.65,,16.452,5.801
-2.012,-25.768,1258.068,,424.924,,15.284,5.437
9.135,114.751,1372.819,,463.739,,15.889,5.633
1.461,20.029,1392.848,,470.515,,14.815,5.421
9.612,134.644,1527.491,,515.739,,15.188,5.651
-1.859,-28.605,1498.886,,506.151,,14.171,5.295
1.261,19.276,1518.162,,512.536,,13.694,5.202
6.554,99.101,1617.263,,546.127,,14.188,5.552
-0.382,-6.19,1611.074,,544.038,,13.47,5.334
4.702,75.759,1686.833,,569.62,,13.29,5.378
8.871,138.117,1824.95,,620.154,,13.848,5.633
3.524,31.959,1856.909,,631.07,,13.251,5.467
3.409,48.089,1904.998,,650.394,,12.755,5.179
17.302,316.508,2221.506,,763.204,,13.707,5.499
5.514,105.172,2326.678,,802.459,,13.438,5.344
11.103,235.614,2562.292,,887.514,,13.745,5.56
7.477,172.127,2734.419,,951.321,,13.561,5.587
17.869,461.262,3195.681,,1116.981,,15.295,6.348
0.428,-13.656,3182.026,,1115.435,,14.797,6.185
15.177,460.474,3642.5,,1283.548,,15.542,6.656
5.249,165.707,3808.206,,1347.928,,15.186,6.624
14.457,521.427,4329.633,,1540.5,,16.603,7.293
12.169,480.523,4810.157,,1715.92,,17.482,7.887
13.375,611.909,5422.066,,1943.639,,18.804,8.669
5.419,307.329,5729.395,,2070.907,,19.834,9.0
9.36,468.046,6197.44,,2247.693,,20.525,9.595
9.277,571.522,6768.962,,2472.167,,21.36,10.125
11.016,688.333,7457.295,,2727.543,,22.052,10.704
8.714,601.484,8058.779,,2948.673,,23.074,11.202
8.093,632.074,8690.854,,3189.451,,24.595,12.137
11.572,978.399,9669.253,,3556.557,,25.423,12.805
9.971,936.637,10605.89,,3914.032,,26.907,13.754
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,23.683,,,2084.91,,5.563
-4.467,-1.058,22.626,,,1951.732,,5.072
3.496,0.79,23.416,,,1982.873,,4.95
4.264,0.994,24.41,,,2029.534,,4.865
8.899,2.166,26.576,,,2166.213,,5.087
16.359,4.332,30.908,,,2453.965,,5.421
12.834,3.959,34.867,,,2683.344,,5.823
0.534,0.19,35.057,,,2635.79,,5.599
6.681,2.351,37.408,,,2768.236,,5.589
13.301,4.986,42.394,,,3091.466,,5.955
7.508,3.19,45.584,,,3282.531,,6.297
-4.806,-2.186,43.398,,,3091.437,,5.793
-4.542,-1.979,41.419,,,2918.178,,5.27
7.925,3.269,44.688,,,3112.864,,5.509
-2.76,-1.228,43.46,,,2992.988,,5.166
-5.54,-2.41,41.05,,,2791.287,,4.862
3.023,1.243,42.292,,,2832.694,,4.93
-6.895,-2.883,39.409,,,2598.085,,4.637
-5.507,-2.184,37.225,,,2419.888,,4.534
8.063,2.996,40.221,,,2581.669,,4.718
6.115,2.457,42.678,,,2703.562,,4.863
0.62,0.265,42.943,,,2681.848,,4.799
-2.775,-1.186,41.756,,,2568.149,,4.533
6.97,2.964,44.72,,,2706.073,,4.642
-0.012,0.013,44.734,,,2663.257,,4.42
3.023,1.335,46.068,910.312,15.519,2702.262,9.97,4.459
5.538,2.532,48.6,948.316,16.378,2813.959,10.369,4.74
1.497,0.713,49.313,951.96,16.624,2823.96,10.3,4.732
2.707,1.331,50.644,968.357,17.074,2872.36,10.324,4.759
-1.196,-0.598,50.046,947.426,16.869,2810.73,9.915,4.527
-2.281,-1.107,48.939,915.661,16.485,2718.386,9.408,4.24
2.808,1.397,50.336,930.581,16.948,2763.942,9.409,4.237
0.236,0.13,50.467,922.728,16.988,2741.234,8.989,4.146
-0.324,-0.143,50.324,910.273,16.933,2705.337,8.489,4.038
3.343,1.686,52.01,930.732,17.499,2766.347,8.458,4.009
0.218,0.055,52.065,899.676,17.11,2737.685,8.634,3.989
-1.566,-1.15,50.915,903.983,17.4,2645.212,8.218,3.871
4.006,1.835,52.75,890.847,17.35,2708.486,8.083,3.931
3.988,1.888,54.638,939.134,18.5,2773.653,8.66,4.015
3.751,2.053,56.691,974.15,19.41,2845.223,8.701,4.037
8.179,4.145,60.836,979.093,19.75,3015.914,9.156,4.314
4.497,1.43,62.267,1035.324,21.19,3042.29,9.636,4.233
-2.926,-2.371,59.896,1004.761,20.93,2875.358,9.119,3.977
-4.081,-3.508,56.389,870.205,18.49,2653.844,8.055,3.681
7.561,2.79,59.178,845.764,18.32,2732.027,7.804,3.92
12.755,5.895,65.073,959.618,21.13,2955.301,9.044,4.313
36.249,23.587,88.66,1222.434,27.33,3965.651,11.345,5.688
-1.299,-1.283,87.377,1171.617,26.63,3844.253,11.411,5.688
15.626,13.925,101.302,1479.764,34.2,4383.148,14.871,6.512
-6.987,-7.838,93.464,1540.292,36.15,3982.348,14.962,5.967
6.761,7.149,100.613,1390.414,33.12,4223.832,14.348,6.282
14.176,14.842,115.454,1587.472,38.41,4771.693,15.609,7.186
-5.892,-7.434,108.02,1657.968,40.77,4392.792,16.314,6.743
24.682,26.544,134.564,1718.628,42.93,5387.027,17.146,8.278
10.991,14.535,149.099,2106.308,53.41,5879.961,21.376,8.874
15.347,22.854,171.953,2492.788,63.99,6698.589,25.503,10.835
19.894,33.414,205.367,2776.889,71.98,7922.771,29.135,12.895
17.427,34.753,240.12,3105.731,81.3,9172.805,32.303,14.455
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,47.557,,,6541.673,,25.096
7.76,3.69,51.248,,,7000.156,,25.84
2.118,1.085,52.333,,,7095.364,,26.119
2.752,1.44,53.773,,,7253.062,,25.099
-8.067,-4.338,49.435,,,6645.085,,22.275
27.346,13.518,62.953,,,8432.793,,24.77
-20.994,-13.217,49.737,,,6632.865,,19.652
2.779,1.382,51.119,,,6777.869,,19.524
11.115,5.682,56.801,,,7489.612,,20.177
18.236,10.358,67.16,,,8840.264,,23.735
4.768,3.202,70.362,,,9286.367,,25.034
-13.572,-9.55,60.812,,,8040.218,,20.905
21.177,12.878,73.691,,,9739.236,,25.271
0.08,0.059,73.75,,,9754.929,,24.245
12.654,9.332,83.082,,,11007.9,,25.784
3.606,2.996,86.078,,,11404.694,,26.826
5.968,5.137,91.215,,,12055.418,,29.281
0.159,0.145,91.36,,,12066.638,,30.32
-0.939,-0.858,90.502,,,11972.639,,30.118
-12.274,-11.109,79.394,,,10503.83,,26.69
18.134,14.619,94.013,,,12432.113,,29.769
1.491,1.479,95.493,,,12619.191,,30.178
12.744,12.041,107.533,,,14200.749,,32.194
0.158,0.202,107.736,,,14206.123,,32.733
-0.452,-0.472,107.264,,,14077.761,,32.409
-9.566,-10.371,96.893,4250.702,32.64,12618.307,66.207,28.909
0.079,0.08,96.973,4209.84,32.65,12503.52,65.066,27.587
10.739,10.407,107.38,4611.765,36.16,13695.005,72.392,31.037
5.249,5.61,112.99,4813.239,38.05,14292.99,74.07,32.088
-3.09,-3.463,109.528,4650.069,36.9,13802.451,70.812,31.296
5.582,6.146,115.673,4896.007,38.91,14555.038,70.515,31.516
-7.982,-9.276,106.397,4497.337,35.79,13369.738,66.81,28.951
5.706,6.047,112.443,4747.03,37.82,14113.503,67.924,29.964
3.206,3.626,116.069,4893.519,39.03,14552.544,69.796,30.442
8.476,9.716,125.785,5299.458,42.35,15740.053,70.678,32.248
2.585,3.206,128.991,5422.933,43.44,16102.902,72.581,32.955
-2.531,-4.07,124.921,5253.971,42.24,15538.107,69.178,30.817
-0.783,-1.799,123.122,5186.29,41.9,15239.778,69.039,30.325
-15.743,-19.982,103.14,4339.846,35.24,12701.796,60.696,25.141
12.547,12.333,115.473,4848.728,39.62,14131.729,63.975,27.634
4.55,3.351,118.825,4968.984,40.88,14443.221,63.39,27.929
5.378,1.467,120.292,4917.892,40.66,14549.552,65.286,28.572
6.958,7.288,127.58,5204.515,43.17,15380.897,68.622,30.967
4.68,4.008,131.589,5351.434,44.53,15813.775,69.039,31.33
7.98,8.027,139.615,5655.082,47.18,16734.557,71.161,34.317
-4.376,-6.848,132.767,5379.759,44.99,15875.842,66.249,31.599
-7.98,-11.926,120.841,4875.345,40.91,14400.961,65.708,30.51
22.082,27.951,148.792,6089.228,51.33,17651.035,74.716,35.895
-2.693,-3.739,145.053,5955.511,50.5,17106.18,78.185,35.275
1.717,-0.386,144.666,5874.048,50.2,16927.83,81.467,36.643
-2.412,-6.459,138.208,5506.558,47.59,15991.777,76.944,35.003
3.946,7.437,145.645,5846.741,51.08,16670.883,78.284,35.699
-1.471,-1.551,144.094,5802.787,51.05,16378.961,75.719,34.538
-1.328,-3.112,140.982,5662.564,50.06,15947.219,76.968,34.528
8.256,11.513,152.495,6153.195,54.64,17172.928,77.11,35.544
-0.145,0.671,153.165,6221.527,55.42,17194.561,80.098,38.186
-4.384,-7.514,145.652,5912.294,52.75,16324.84,78.79,36.084
-3.967,-5.959,139.693,5520.37,49.35,15626.231,76.287,36.608
,,3.881,,,563.22,,1.652
-38.721,-1.503,2.378,,,339.328,,0.941
0.0,0.0,2.378,,,333.45,,0.971
-13.187,-0.314,2.065,,,284.358,,0.842
0.0,0.0,2.065,,,280.963,,0.826
137.446,2.838,4.903,223.214,1.658,660.042,7.161,1.882
6.11,0.3,5.202,233.383,1.759,690.11,7.503,2.078
-0.682,-0.035,5.167,228.604,1.747,675.98,8.841,2.41
38.843,2.007,7.174,313.432,2.426,926.816,12.734,3.857
-24.567,-1.762,5.411,233.959,1.83,691.814,10.415,3.167
-14.973,-0.81,4.601,197.228,1.556,583.202,9.129,2.864
-1.221,-0.056,4.545,193.355,1.537,571.749,8.996,3.45
11.386,0.517,5.062,213.998,1.712,632.79,10.169,4.013
13.96,0.707,5.769,242.628,1.951,717.45,10.842,4.555
-22.809,-1.316,4.453,185.893,1.506,549.683,8.286,3.524
1.859,0.083,4.536,185.584,1.52,553.826,8.612,3.435
-15.189,-0.714,3.822,155.759,1.29,461.489,7.207,3.004
55.265,2.074,5.896,238.888,2.0,704.247,10.828,4.694
22.277,1.267,7.163,288.336,2.44,846.493,12.121,5.266
11.538,0.776,7.939,319.068,2.73,927.863,13.324,5.159
9.234,0.678,8.617,344.26,2.98,995.485,14.826,5.165
-16.329,-1.452,7.165,284.138,2.49,817.578,11.156,4.366
-6.116,-0.48,6.684,263.561,2.34,752.894,11.332,4.425
-5.584,-0.412,6.272,245.564,2.21,696.918,10.807,4.116
3.517,0.181,6.453,251.107,2.29,707.546,12.822,4.931
49.18,3.114,9.567,369.159,3.41,1035.688,19.211,7.42
-22.369,-2.185,7.382,283.149,2.65,788.716,13.788,5.035
-31.946,-2.389,4.993,189.762,1.8,526.385,8.295,3.303
-14.459,-0.716,4.277,152.894,1.47,444.814,6.673,2.765
-10.644,-0.464,3.813,132.418,1.29,391.385,5.532,2.424
24.837,0.912,4.725,164.242,1.62,479.008,6.959,2.747
21.124,0.954,5.679,200.476,2.0,569.269,8.485,3.331
-10.158,-0.602,5.077,177.728,1.79,504.123,7.796,3.035
4.242,0.182,5.259,184.191,1.87,518.02,7.851,3.066
-8.052,-0.427,4.832,165.156,1.69,472.188,6.87,2.691
-27.558,-1.327,3.505,118.62,1.22,340.771,5.004,1.914
15.812,0.529,4.034,137.69,1.42,391.182,5.401,2.062
21.121,0.827,4.861,177.798,1.842,469.343,6.343,2.503
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
